DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,LAT,LON,Year,Month,Day,Time Period,Age Range
200316589,08/31/2020 12:00:00 AM,2020-08-31,0.529587058322691,3,8,357,2,624,4,0361 0431 0913,19,M,1,502,32,500,UNKNOWN WEAPON/OTHER WEAPON,AA,0,624,946.744186046512,1200    EXPOSITION                   BL,34.0184,-118.2952,0,0.636363636363636,1,12 AM - 3 AM,10-19
200708689,04/28/2020 12:00:00 AM,2020-04-27,0.438058748403576,7,12,745,1,330,11,1822 1300 1307 0344,52,M,4,123,44,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,5600    WILSHIRE                     BL,34.0624,-118.3504,0,0.272727272727273,0.866666666666667,12 AM - 3 AM,50-59
201111404,07/14/2020 12:00:00 AM,2020-07-13,0.693486590038314,11,6,1162,1,450,40,355,14,M,2,101,52,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,450,946.744186046512,1100 N  VERMONT                      AV,34.0909,-118.2917,0,0.545454545454545,0.4,12 AM - 3 AM,10-19
200708936,05/05/2020 12:00:00 AM,2020-05-04,0.391230310770541,7,12,701,2,354,41,0930 0929,35,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,700 N  HAYWORTH                     AV,34.0838,-118.3627,0,0.363636363636364,0.1,12 AM - 3 AM,30-39
201300868,07/20/2020 12:00:00 AM,2020-07-20,0.0911025968497233,13,5,1344,1,210,34,1822 1402 0344 0432,39,F,2,101,52,205,KITCHEN KNIFE,AA,0,210,998,CENTRAL                      AV,34.0075,-118.2565,0,0.545454545454545,0.633333333333333,12 AM - 3 AM,30-39
200711610,07/14/2020 12:00:00 AM,2020-07-13,0.608343976160068,7,12,721,1,341,43,1822 0344 0378,29,F,1,406,40,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,8500    BEVERLY                      BL,34.0761,-118.3772,0,0.545454545454545,0.4,12 AM - 3 AM,20-29
200619489,12/21/2020 12:00:00 AM,2020-12-21,0.127288207747978,6,4,668,1,761,8,0450 0913 1100 0334 1407 0603 0421 0353,51,F,1,502,32,102,HAND GUN,AA,0,753,761,5600    FERNWOOD                     AV,34.0958,-118.311,0,1,0.666666666666667,12 AM - 3 AM,50-59
200614630,08/28/2020 12:00:00 AM,2020-08-28,0.638143891017454,6,4,625,2,888,44,1822 1202 1300 1309,82,M,4,121,56,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,888,946.744186046512,6900    LOS TILOS                    RD,34.1091,-118.3431,0,0.636363636363636,0.9,12 AM - 3 AM,80-89
201213202,05/20/2020 12:00:00 AM,2020-05-20,0.948914431673052,12,0,1235,2,930,16,1307 0329 0421 0432 0913 1310 0334,45,F,2,101,52,308,STICK,IC,2,930,946.744186046512,1500 W  59TH                         ST,33.9876,-118.3024,0,0.363636363636364,0.633333333333333,12 AM - 3 AM,40-49
201224533,11/16/2020 12:00:00 AM,2020-11-16,0.00170285227756492,12,0,1256,1,230,2,1822 0913 1817,53,F,2,108,43,106,UNKNOWN FIREARM,AO,1,230,946.744186046512,FLORENCE                     AV,33.9746,-118.2892,0,0.909090909090909,0.5,12 AM - 3 AM,50-59
200412397,09/02/2020 12:00:00 AM,2020-08-21,0.340144742443593,4,3,459,1,440,42,344,46,F,2,232,12,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,3000    FOLSOM                       ST,34.0441,-118.1978,0,0.636363636363636,0.666666666666667,12 AM - 3 AM,40-49
201204978,01/15/2020 12:00:00 AM,2020-01-14,0.736057896977437,12,0,1269,1,330,11,0344 0358,38,F,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,400 E  83RD                         ST,33.9638,-118.2673,0,0,0.433333333333333,12 AM - 3 AM,30-39
200506064,02/18/2020 12:00:00 AM,2020-02-18,0.736057896977437,5,2,529,2,624,4,0602 0913 2024 0417 0562,31,M,2,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,3,624,946.744186046512,900    BANNING                      BL,33.7817,-118.2574,0,0.0909090909090909,0.566666666666667,12 AM - 3 AM,30-39
200118974,10/06/2020 12:00:00 AM,2020-09-29,0.570029799914858,1,1,124,2,930,16,0443 1822,22,F,2,102,50,511,VERBAL THREAT,IC,2,930,946.744186046512,100 W  1ST                          ST,34.0522,-118.2434,0,0.727272727272727,0.933333333333333,12 AM - 3 AM,20-29
201113027,08/29/2020 12:00:00 AM,2020-08-28,0.993614303959132,11,6,1184,1,331,38,385,58,M,4,104,14,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,331,946.744186046512,1800    PARK                         DR,34.0812,-118.252,0,0.636363636363636,0.9,12 AM - 3 AM,50-59
200915605,10/06/2020 12:00:00 AM,2020-10-06,0.395487441464453,9,9,964,2,354,41,0344 1822,33,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,4700    WOODMAN                      AV,34.1603,-118.4399,0,0.818181818181818,0.166666666666667,12 AM - 3 AM,30-39
200809661,05/19/2020 12:00:00 AM,2020-05-18,0.736057896977437,8,10,852,1,330,11,0344 1822 0321,33,M,4,104,14,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,1600    BARRY                        AV,34.0432,-118.4541,0,0.363636363636364,0.566666666666667,12 AM - 3 AM,30-39
200604700,01/16/2020 12:00:00 AM,2020-01-15,0,6,4,645,1,330,11,0344 0358 1300 1609,35,F,3,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,HAWTHORN                     AV,34.1004,-118.3433,0,0,0.466666666666667,12 AM - 3 AM,30-39
200305025,01/18/2020 12:00:00 AM,2020-01-18,0.595572584078331,3,8,398,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,600 W  VERNON                       AV,34.0074,-118.285,0,0,0.566666666666667,12 AM - 3 AM,30-39
200409165,05/24/2020 12:00:00 AM,2020-05-24,0.0570455512984249,4,3,416,2,753,18,1100 1407,39,F,5,101,52,106,UNKNOWN FIREARM,IC,2,753,998,LINCOLN PARK                 AV,34.0787,-118.2028,0,0.363636363636364,0.766666666666667,12 AM - 3 AM,30-39
200908879,04/24/2020 12:00:00 AM,2020-02-05,0.340144742443593,9,9,926,2,662,9,0100 0344 0924 1822,34,F,3,710,38,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,662,946.744186046512,14400    HAMLIN                       ST,34.1887,-118.4465,0,0.0909090909090909,0.133333333333333,12 AM - 3 AM,30-39
200613265,07/30/2020 12:00:00 AM,2020-07-29,0.310344827586207,6,4,628,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,5900    CHULA VISTA                  WY,34.1074,-118.3193,0,0.545454545454545,0.933333333333333,12 AM - 3 AM,30-39
200507119,03/12/2020 12:00:00 AM,2020-02-01,0,5,2,567,2,627,14,0400 0416 1258 0553 0913,10,M,3,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,627,946.744186046512,1700 S  PACIFIC                      AV,33.7288,-118.288,0,0.0909090909090909,0,12 AM - 3 AM,10-19
201107194,03/11/2020 12:00:00 AM,2020-03-11,0.467858663260962,11,6,1118,1,510,49,344,39,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,5600 N  FIGUEROA                     ST,34.114,-118.1949,0,0.181818181818182,0.333333333333333,12 AM - 3 AM,30-39
200416216,12/23/2020 12:00:00 AM,2020-12-22,0.765857811834823,4,3,412,1,330,11,1302 1307,40,M,1,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,100 N  AVENUE 23,34.0757,-118.2177,0,1,0.7,12 AM - 3 AM,40-49
200608743,04/05/2020 12:00:00 AM,2020-04-05,0.680715197956577,6,4,645,2,740,46,2004 0329 2028,52,M,2,403,15,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,740,946.744186046512,7000 W  HOLLYWOOD                    BL,34.1015,-118.3425,0,0.272727272727273,0.133333333333333,12 AM - 3 AM,50-59
200618728,12/01/2020 12:00:00 AM,2020-12-01,0.0996168582375479,6,4,663,1,230,2,2004 1822 0416 0400 1218,40,M,0,102,50,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,230,946.744186046512,1000 N  MANSFIELD                    AV,34.0889,-118.3405,0,1,0,12 AM - 3 AM,40-49
200321294,12/05/2020 12:00:00 AM,2020-12-05,0.523201362281822,3,8,397,2,624,4,1822 0342 0400 0329 2024 1236,46,M,2,242,13,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,4300 S  VERMONT                      AV,34.0073,-118.298,0,1,0.133333333333333,12 AM - 3 AM,40-49
200322296,12/26/2020 12:00:00 AM,2020-12-26,0.808429118773946,3,8,397,2,625,28,0416 0446 1277 1309 1822,58,F,2,102,50,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,625,946.744186046512,4000 S  NORMANDIE                    AV,34.0103,-118.3002,0,1,0.833333333333333,12 AM - 3 AM,50-59
201113970,09/25/2020 12:00:00 AM,2020-09-21,0.400595998297148,11,6,1162,2,668,21,0330 1300 0601,39,X,5,203,37,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,668,946.744186046512,4500 W  HOLLYWOOD                    BL,34.0984,-118.2874,0,0.727272727272727,0.666666666666667,12 AM - 3 AM,30-39
200219047,12/27/2020 12:00:00 AM,2020-12-27,0.693486590038314,2,7,218,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,PARK                         ST,34.0763,-118.2613,0,1,0.866666666666667,12 AM - 3 AM,30-39
200407117,03/20/2020 12:00:00 AM,2020-03-20,0.0974882928905917,4,3,455,2,740,46,329,44,F,2,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,700    CORNWELL                     ST,34.0523,-118.2068,0,0.181818181818182,0.633333333333333,12 AM - 3 AM,40-49
200117988,09/15/2020 12:00:00 AM,2020-09-03,0.851000425713069,1,1,111,1,510,49,344,39,F,2,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,500 N  FIGUEROA                     ST,34.0615,-118.247,0,0.727272727272727,0.0666666666666667,12 AM - 3 AM,30-39
201306108,02/06/2020 12:00:00 AM,2020-02-06,0.521072796934866,13,5,1303,1,330,11,1307 0344,24,M,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,1000    WALL                         ST,34.0376,-118.2531,0,0.0909090909090909,0.166666666666667,12 AM - 3 AM,20-29
201215288,06/24/2020 12:00:00 AM,2020-06-24,0.395487441464453,12,0,1253,1,761,8,0334 1822 1218,66,F,1,101,52,109,SEMI-AUTOMATIC PISTOL,AO,1,761,946.744186046512,79TH                         ST,33.9673,-118.3156,0,0.454545454545455,0.766666666666667,12 AM - 3 AM,60-69
200115686,08/01/2020 12:00:00 AM,2020-08-01,0.0421455938697318,1,1,162,1,330,11,0344 0377 1822 1606 1300,21,M,1,123,44,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,800 S  OLIVE                        ST,34.0437,-118.2582,0,0.636363636363636,0,12 AM - 3 AM,20-29
200615196,09/07/2020 12:00:00 AM,2020-09-07,0.77862920391656,6,4,679,1,341,43,0344 1822,34,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,5200    SANTA MONICA                 BL,34.0908,-118.303,0,0.727272727272727,0.2,12 AM - 3 AM,30-39
200205103,01/22/2020 12:00:00 AM,2020-01-21,0.936143039591316,2,7,217,2,740,46,1822 1609 0329,25,M,4,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,1600    PALO ALTO                    ST,34.0697,-118.2626,0,0,0.666666666666667,12 AM - 3 AM,20-29
201016381,12/24/2020 12:00:00 AM,2020-12-24,0.959131545338442,10,11,1001,2,956,26,1822 1906,50,M,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,956,946.744186046512,19000    INGOMAR                      ST,34.212,-118.5475,0,1,0.766666666666667,12 AM - 3 AM,50-59
200712903,08/18/2020 12:00:00 AM,2020-08-18,0.857386121753938,7,12,711,2,626,25,2000 0444,25,F,1,503,20,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,946.744186046512,8400    BEVERLY                      BL,34.0782,-118.3695,0,0.636363636363636,0.566666666666667,12 AM - 3 AM,20-29
201307940,03/11/2020 12:00:00 AM,2020-03-11,0.382716049382716,13,5,1317,1,420,39,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,OLYMPIC                      BL,34.0293,-118.241,0,0.181818181818182,0.333333333333333,12 AM - 3 AM,30-39
200604861,01/20/2020 12:00:00 AM,2020-01-20,0.0889740315027671,6,4,646,2,740,46,0329 0216,35,F,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,HOLLYWOOD,34.1016,-118.3267,0,0,0.633333333333333,12 AM - 3 AM,30-39
200304189,01/02/2020 12:00:00 AM,2020-01-02,0.0421455938697318,3,8,393,2,930,16,2000 1813 1309 1243 0421,38,M,1,710,38,511,VERBAL THREAT,AO,1,930,946.744186046512,4200    GARTHWAITE                   AV,34.0071,-118.326,0,0,0.0333333333333333,12 AM - 3 AM,30-39
201307077,02/24/2020 12:00:00 AM,2020-02-14,0.016602809706258,13,5,1371,2,886,19,1259 1251 0416,15,M,2,253,26,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,886,946.744186046512,5700 S  BROADWAY,33.9906,-118.2783,0,0.0909090909090909,0.433333333333333,12 AM - 3 AM,10-19
200404296,01/08/2020 12:00:00 AM,2020-01-07,0.650915283099191,4,3,437,2,740,46,329,39,X,5,203,37,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,4500    VALLEY                       BL,34.0627,-118.1869,0,0,0.2,12 AM - 3 AM,30-39
200209181,04/20/2020 12:00:00 AM,2020-04-20,0.68497232865049,2,7,256,1,230,2,1402 0334 0432 2004 1822 1266 0601 2001,33,F,2,102,50,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,0,230,998,WILSHIRE,34.0564,-118.2725,0,0.272727272727273,0.633333333333333,12 AM - 3 AM,30-39
201007567,03/26/2020 12:00:00 AM,2020-03-26,0.782886334610473,10,11,1047,2,888,44,1822 2026 1202,66,M,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,888,946.744186046512,5500    EDWARD E HORTON              LN,34.1719,-118.5055,0,0.181818181818182,0.833333333333333,12 AM - 3 AM,60-69
200505250,01/30/2020 12:00:00 AM,2020-01-30,0.680715197956577,5,2,525,2,626,25,0400 1243 2000 0416 1814 2026 0913 1260,39,M,1,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,946.744186046512,500 N  AVALON                       BL,33.7739,-118.2678,0,0,0.966666666666667,12 AM - 3 AM,30-39
200605740,02/06/2020 12:00:00 AM,2020-02-06,0.306087696892295,6,4,646,1,341,43,0344 1606,39,X,5,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,341,946.744186046512,6500    HOLLYWOOD                    BL,34.1016,-118.331,0,0.0909090909090909,0.166666666666667,12 AM - 3 AM,30-39
200416028,12/17/2020 12:00:00 AM,2020-12-17,0.648786717752235,4,3,473,2,900,51,2038 0913 0361,65,F,2,504,39,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,900,946.744186046512,2400 E  7TH                          ST,0,0,0,1,0.533333333333333,12 AM - 3 AM,60-69
200109244,03/16/2020 12:00:00 AM,2020-03-14,0.851000425713069,1,1,147,1,210,34,0344 0416 0334 1822 1281 0302 1218,48,F,1,102,50,102,HAND GUN,IC,2,210,946.744186046512,SAN PEDRO                    ST,34.0442,-118.2439,0,0.181818181818182,0.433333333333333,12 AM - 3 AM,40-49
201116336,12/05/2020 12:00:00 AM,2020-10-23,0.851000425713069,11,6,1138,1,761,8,0334 1822,25,F,2,101,52,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,2,761,946.744186046512,PIEDMONT,34.1131,-118.1894,0,0.818181818181818,0.733333333333333,12 AM - 3 AM,20-29
201114782,10/17/2020 12:00:00 AM,2020-10-16,0.76798637718178,11,6,1115,2,740,46,0329 1300 1309,50,F,4,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,2200    COLORADO                     BL,34.1391,-118.2141,0,0.818181818181818,0.5,12 AM - 3 AM,50-59
200310416,04/24/2020 12:00:00 AM,2020-04-16,0.382716049382716,3,8,337,2,354,41,0100 1822 0928,45,M,2,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,3000    RAYMOND                      AV,34.0273,-118.2981,0,0.272727272727273,0.5,12 AM - 3 AM,40-49
200707342,03/11/2020 12:00:00 AM,2020-03-10,0.644529587058323,7,12,702,1,310,10,0344 1605 1501,41,F,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,700 N  SIERRA BONITA                AV,34.0837,-118.3543,0,0.181818181818182,0.3,12 AM - 3 AM,40-49
201014283,10/21/2020 12:00:00 AM,2020-10-08,0.565772669220945,10,11,1004,1,331,38,0344 1822 1606 1420 1202 1300 1309,66,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,331,946.744186046512,7700    RESEDA                       BL,34.2102,-118.5361,0,0.818181818181818,0.233333333333333,12 AM - 3 AM,60-69
200414791,11/11/2020 12:00:00 AM,2020-11-11,0.595572584078331,4,3,409,2,901,52,2038,37,M,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,901,946.744186046512,5200    ALMONT                       ST,34.0911,-118.1678,0,0.909090909090909,0.333333333333333,12 AM - 3 AM,30-39
200408618,05/07/2020 12:00:00 AM,2020-05-06,0.765857811834823,4,3,424,1,330,11,1302 0344,53,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,2100    PARKSIDE                     AV,34.0693,-118.2,0,0.363636363636364,0.166666666666667,12 AM - 3 AM,50-59
200407521,04/02/2020 12:00:00 AM,2020-04-02,0.527458492975734,4,3,473,1,236,24,2000 0913 1243 1814 0416 0334,21,M,2,504,39,500,UNKNOWN WEAPON/OTHER WEAPON,AO,1,236,946.744186046512,500 S  SAINT LOUIS                  ST,34.0405,-118.2165,0,0.272727272727273,0.0333333333333333,12 AM - 3 AM,20-29
200208350,03/30/2020 12:00:00 AM,2020-03-29,0.7232865048957,2,7,289,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,12TH,34.0449,-118.2731,0,0.181818181818182,0.933333333333333,12 AM - 3 AM,30-39
200414488,10/30/2020 12:00:00 AM,2020-10-29,0.936143039591316,4,3,477,2,624,4,1822 0446 0417,20,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,900    MARIETTA                     ST,34.0319,-118.2113,0,0.818181818181818,0.933333333333333,12 AM - 3 AM,20-29
200808302,04/14/2020 12:00:00 AM,2020-04-14,0.821200510855683,8,10,838,1,341,43,2032 0344 1822,22,F,4,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,341,946.744186046512,10900    ROEBLING                     AV,34.0661,-118.4485,0,0.272727272727273,0.433333333333333,12 AM - 3 AM,20-29
200408755,05/11/2020 12:00:00 AM,2020-05-11,0.863771817794806,4,3,455,1,230,2,1407 1100 1259 0430 1822 0906,17,F,2,116,41,106,UNKNOWN FIREARM,IC,2,230,998,700 N  STATE                        ST,34.0529,-118.2133,0,0.363636363636364,0.333333333333333,12 AM - 3 AM,10-19
200505068,01/26/2020 12:00:00 AM,2020-01-26,0.425287356321839,5,2,507,2,626,25,0432 0444 0913 1241 1243 1813 2000,43,M,1,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,626,946.744186046512,1300 W  SEPULVEDA                    BL,33.8204,-118.3037,0,0,0.833333333333333,12 AM - 3 AM,40-49
200614595,08/24/2020 12:00:00 AM,2020-08-24,0.016602809706258,6,4,635,2,740,46,1300 1822 0329,44,F,4,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,6600    FRANKLIN                     AV,34.1079,-118.3337,0,0.636363636363636,0.766666666666667,12 AM - 3 AM,40-49
200615043,09/06/2020 12:00:00 AM,2020-09-04,0.7232865048957,6,4,643,1,330,11,1300 1307 1601 1609 0329 0344 0352,58,F,4,123,44,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,7200 W  HOLLYWOOD                    BL,34.1016,-118.3471,0,0.727272727272727,0.1,12 AM - 3 AM,50-59
200616644,10/13/2020 12:00:00 AM,2020-10-12,0.863771817794806,6,4,628,1,420,39,0344 1300 1822,59,M,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,6200    HOLLY MONT                   DR,34.1086,-118.3236,0,0.818181818181818,0.366666666666667,12 AM - 3 AM,50-59
200216455,10/21/2020 12:00:00 AM,2020-10-13,0.382716049382716,2,7,201,2,745,47,0329 1822 1300,53,F,2,108,43,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,4300 W  MELROSE                      AV,34.0873,-118.296,0,0.818181818181818,0.4,12 AM - 3 AM,50-59
200712594,08/09/2020 12:00:00 AM,2020-08-09,0.821200510855683,7,12,753,2,740,46,0329 1300 1402,55,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,740,998,5600 W  PICO                         BL,34.0537,-118.3619,0,0.636363636363636,0.266666666666667,12 AM - 3 AM,50-59
200915696,10/09/2020 12:00:00 AM,2020-10-09,0.0932311621966794,9,9,941,1,230,2,0416 1402 1822 0445 2004,59,F,1,101,52,312,PIPE/METAL PIPE,AO,1,230,998,AETNA,34.1802,-118.4487,0,0.818181818181818,0.266666666666667,12 AM - 3 AM,50-59
200108556,03/05/2020 12:00:00 AM,2020-03-04,0.610472541507024,1,1,185,1,330,11,1300 1822 1606 0386 0344,30,F,4,116,41,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,S  MAIN                         ST,34.0405,-118.2567,0,0.181818181818182,0.1,12 AM - 3 AM,30-39
200116354,08/13/2020 12:00:00 AM,2020-08-13,0.606215410813112,1,1,158,2,930,16,0913 0319 0443 0421,35,F,1,102,50,511,VERBAL THREAT,AO,1,930,946.744186046512,800 E  6TH                          ST,34.0407,-118.2427,0,0.636363636363636,0.4,12 AM - 3 AM,30-39
200412172,08/26/2020 12:00:00 AM,2020-08-26,0.438058748403576,4,3,449,2,624,4,0562 0446,65,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,2800    GANAHL                       ST,34.0524,-118.1969,0,0.636363636363636,0.833333333333333,12 AM - 3 AM,60-69
200512111,07/21/2020 12:00:00 AM,2020-07-21,0.808429118773946,5,2,514,1,510,49,344,39,F,2,121,56,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1000 W  PAPEETE                      ST,33.7869,-118.2778,0,0.545454545454545,0.666666666666667,12 AM - 3 AM,30-39
201113064,08/30/2020 12:00:00 AM,2020-08-30,0.638143891017454,11,6,1152,2,745,47,329,51,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,1600    HILLHURST                    AV,34.1,-118.2874,0,0.636363636363636,0.966666666666667,12 AM - 3 AM,50-59
200708317,04/16/2020 12:00:00 AM,2020-03-27,0.765857811834823,7,12,745,1,420,39,344,67,F,4,104,14,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,420,946.744186046512,1000 S  COCHRAN                      AV,34.0549,-118.3501,0,0.181818181818182,0.866666666666667,12 AM - 3 AM,60-69
201015685,12/02/2020 12:00:00 AM,2020-11-22,0.808429118773946,10,11,1025,1,331,38,1822 0344 1602 0385 1300 1202,64,F,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,331,946.744186046512,ZELZAH                       AV,34.1993,-118.5225,0,0.909090909090909,0.7,12 AM - 3 AM,60-69
200808801,04/28/2020 12:00:00 AM,2020-04-23,0.438058748403576,8,10,848,2,662,9,0701 0800 1202 1822,81,F,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,662,946.744186046512,2100    CENTURY PARK,34.0585,-118.4119,0,0.272727272727273,0.733333333333333,12 AM - 3 AM,80-89
200212736,07/19/2020 12:00:00 AM,2020-07-19,0.00595998297147723,2,7,235,2,956,26,2000 1814 0913 0432 1906,23,M,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,956,946.744186046512,2400    COUNCIL                      ST,34.0697,-118.273,0,0.545454545454545,0.6,12 AM - 3 AM,20-29
200515258,10/14/2020 12:00:00 AM,2020-10-12,0.523201362281822,5,2,516,2,624,4,0416 0401 1822 0446 0917 2004,50,M,2,121,56,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,1100 N  AVALON                       BL,33.7868,-118.2658,0,0.818181818181818,0.366666666666667,12 AM - 3 AM,50-59
